newspaper_name,date,headline,article,summary,category
Indian Express,2011-05-07 00:00:00,Air India pilots call off 10-day-old strike,"Air India pilots on Friday night called off their 10-day-old strike after the government agreed to reinstate sacked and suspended pilots, restore recognition to their union and look into their complaints of irregularities.

Over 800 pilots, belonging to the erstwhile Indian Airlines and owing allegiance to the Indian Commercial Pilots Association, as also executive pilots, will return to work tonight (Friday night), Capt A.S. Bhinder, the association president told reporters here.

Emerging after five hours of tough negotiations with the Civil Aviation ministry officials, Bhinder along with ICPA general secretary Rishabh Kapur said all the pilots sacked and suspended during the stir would be reinstated.

ICPA, which was derecognised soon after the agitation started, will be recognised again, they said.

""Government has given us assurances that they will look into all our demands including our complaints of irregularities against the airline management,"" Bhinder said.

One of the major sticking points was the demand of the pilots for compensation of 75 'fixed flying hours allowance', which their erstwhile Air India colleagues get.

The striking pilots have been demanding that all sackings, suspensions and transfers effected during the strike period be revoked, ICPA's recognition be restored, the contempt of court petition filed by Air India management be withdrawn, a CBI probe into the alleged corruption and mismanagement be ordered and all other issues be tackled in a time-bound manner.

Asked about their demand for removal of AI CMD Arvind Jadhav, Bhinder said, ""our answer to this is that government has agreed to look into all the irregularities"".

Civil Aviation Minister Vayalar Ravi expressed happiness over the pilots ending their stir. ""There is no ill feeling and there will be no feeling of vengeance,"" he said.

Asked about the fate of the contempt notices in the Delhi High Court, he noted that the court has fixed the next date of hearing for May 25.

The minister said he was thankful to the pilots for ""agreeing to our suggestions and withdrawing the strike"".

Asked about the demands of the striking pilots, he said, ""interests of all sections of employees will be taken care of by the Dharmadhikari Committee"".

""We have received representations from other sections of employees also and asked them to approach the Committee, he said.

The three-member committee will give its report in the next few months, Ravi said after the two sides reached an understanding.

The strike by over 800 pilots owing allegiance to the Indian Commercial Pilots Association (ICPA) had resulted in the grounding of up to 90 per cent of the airline operations.

Around 60 of its planes were grounded due to the strike.","Air India called off their 10-day-long strike after the government agreed to look into their demands and complaints of irregularities. Also government agreed to reinstate all sacked and suspended pilots. Capt A.S. Bhinder, the association president, told reporters that over 800 pilots will return to work tonight (Friday night). He also said that the Dharmadhikari Committee will take care of all the demands and interests of all sections of employees
This three member Dharmadhikari Committee will give its report in the next few months.",National News
The Hindu,2012-07-10 00:00:00,Facebook launches ‘App Centre’ in India,"Facebook has launched its application centre, App Centre, in India and six other countries, a move that will help users to find games, music services and other media content easily. The social networking giant had launched the App Centre in the U.S. last month. “The App Centre is now available to everyone in the U.S., Australia, Canada, India, Ireland, New Zealand, South Africa, and the U.K.,” Facebook Software Engineer Drew Hoskins said in a blog-post on Monday. In addition, the company said that it would be launching App Centre to users in Brazil, France, Germany, Russia, Spain, Taiwan, and Turkey ‘in the coming weeks’. The launch is part of a plan to expand its reach to a large number of Facebook users, with 80 per cent residing outside the U.S. and Canada. Facebook has over 900 million monthly active users across the world. The users can access the new App Centre icon which recommends apps to users based on their interests. The service is also available on Apple and Android mobile devices. The centre does not directly host the apps, but redirects users to the appropriate app store for their device. “App Centre makes it easier for people around the world to discover the best apps and games for them, wherever they are,” Mr. Hoskins added. Some of its most popular apps, including Spotify and Angry Birds Friends, come from developers outside North American countries. Facebook also added a localisation tool to the App Dashboard that would allow developers to translate the names and descriptions of their apps into other languages.","Facebook has launched its App Centre in India and six other countries, enabling users to easily find games, music services, and media content. The App Centre is now available in the U.S., Australia, Canada, India, Ireland, New Zealand, South Africa, and the U.K. The company plans to launch App Centre to users in Brazil, France, Germany, Russia, Spain, Taiwan, and Turkey in the coming weeks. The launch is part of Facebook's plan to expand its reach to a large number of users, with 80% residing outside the U.S. and Canada. The App Centre icon recommends apps based on users' interests and is available on Apple and Android mobile devices. The centre does not directly host apps but redirects users to the appropriate app store for their device. Facebook's most popular apps, such as Spotify and Angry Birds Friends, come from developers outside North American countries. The company has also added a localisation tool to the App Dashboard for developers to translate app names and descriptions into other languages.",Technology and Gadgets
The HIndu,2013-07-10 00:00:00,The biology of first cousin marriages,"That marriages between blood relations might lead to health issues for the child has been suspected for several years. Now, a detailed analysis of the issue involving over 11,000 children, born out of consanguineous marriages, revealed congenital anomalies in 386 of them. This figure of 3 per cent contrasts with the 1.6 per cent in children born of out of non-blood-relations unions. Dr Eamonn Sheridan and associates from leads, U.K. analysed these babies termed “Born in Bradford” to obtain these results. Bradford is a small area in the UK where Pakistani Muslims constitute 16.8 per cent of the population. A close knit group, they practice consanguinity; 75 per cent of them marry first cousins. Babies born out of such wedlock could have a multiplicity of congenital problems. Heart problems top the list, followed by nervous disorders, limb anomalies and so forth. Sheridan and colleagues also studied the lifestyle, smoking and drinking habits, income and poverty and other factors that might contribute, and found that consanguinity is the leading culprit. They have published their analysis in the July 4 issue of The Lancet .","A study by Dr. Eamonn Sheridan and colleagues from the University of Bradford has found that over 11,000 children born out of consanguineous marriages have congenital anomalies, compared to only 1.6% in children born out of non-blood-relations unions. The study, which was conducted in a small area in the UK, found that babies born out of such wedlock could have a variety of congenital problems, including heart problems, nervous disorders, and limb anomalies. The study also found that lifestyle, smoking and drinking habits, income, and poverty were factors contributing to the issue. The findings were published in The Lancet on July 4th.",Science and Technology
The Hindu,2014-07-10 00:00:00,"Mother poisons kids, commits suicide","In a heart-rending case where a woman allegedly poisoned her two daughters and then committed suicide at Madhuranagar on Tuesday. According to IV Town police station SHO P.V.V. Narasimha Rao, Akula Archana, the deceased, was married to Satish Kalyan Chakravarthi in 2011. Satish who was working in a private construction company was living with his mother and brother’s family in an apartment. The harassment for more dowry began after a few months of marriage. According to the SHO, the harassment had increased after the second daughter was bornthree months ago. “The woman returned to her in-laws’ place just about a week ago with the three-month-old baby from her maternal home. They blamed her for birth of second daughter and mental torture went to such an extent that she was forced to take the extreme step,” said Mr. Narasimha Rao.","A woman, Akula Archana, allegedly poisoned her two daughters and committed suicide in Madhuranagar. She was married to Satish Kalyan Chakravarthi in 2011 and was living with his family in an apartment. The harassment for more dowry began after a few months of marriage and increased after the second daughter was born three months ago. The harassment escalated after the woman returned to her in-laws' place with the baby, leading to mental torture and the woman's extreme suicide.",Crime and Justice
The Hindu,2015-07-10 00:00:00,England set Ashes record target of 412 for Australia,"England was 411 runs ahead in the first Ashes test at stumps on day three Friday, a lead auspicious for the host and ominous for Australia. The day finished with the English all out for 289 under floodlights at Sophia Gardens, on top of an eye-opening 122-run lead on the first innings after Australia collapsed in the morning to be all out for 308.","At the conclusion of day three on Friday, England held a commanding lead of 411 runs in the first Ashes test. This advantageous position bodes well for the host team, while casting a foreboding shadow over Australia. The day concluded with the English team being dismissed for a total of 289 runs, under the illumination of floodlights at Sophia Gardens. This added to their already impressive lead of 122 runs in the first innings, following Australia's morning collapse, resulting in their dismissal for a mere 308 runs.",Sports
Economic Times,2015-06-22 00:00:00,India slips to 61st place on Swiss money list; Pakistan at 73rd,"ZURICH: India has moved down to 61st place in terms of foreigners' money in Swiss banks and it now accounts for a meagre 0.123 per cent of the total global wealth worth USD 1.6 trillion in Switzerland's banking system.

While the UK and the US have retained their top two positions with the largest shares of the foreign clients' money with Swiss banks, Pakistan has inched up to 73rd place.

Interestingly, just two big banks -- UBS and Credit Suisse -- account for nearly two-third of the total money kept by foreigners in Swiss banks, while their share in case of Indians is even higher at about 82 per cent.

As per the latest data released by Switzerland's central banking authority SNB (Swiss National Bank), Indians' money in Swiss banks declined by over 10 per cent to about 1.8 billion Swiss francs (USD 1.98 billion or Rs 12,615 crore) in 2014.

This accounts for just 0.123 per cent of the total funds kept in the Swiss banks by people from across the world.

This is the second lowest level of Indian money in Swiss banks -- after an increase of over 40 per cent in 2013 -- and the latest data comes amid an enhanced clampdown against the famed secrecy wall of Switzerland's banking system.

The funds, described by SNB as 'liabilities' of Swiss banks or ""amounts due to the customers of banks in Switzerland"" are official Swiss figures and do not indicate to the quantum of the much-debated alleged black money held by Indians in the safe havens of Switzerland.

Besides, SNB's official figures do not include the money that Indians or others might have in Swiss banks in the names of entities from different countries.

An analysis of the latest SNB data also showed that the big banks accounted for 1.48 billion Swiss francs of Indians' money, up from 1.36 billion Swiss francs a year ago.

At the end of 2014, there were 275 banks in Switzerland, but only two -- UBS and Credit Suisse -- were classified as 'big banks' by Zurich-based SNB at that time. There are also many foreign-controlled banks operating in the country.

The two big banks' share also rose in the case of the UK, the US and a number of other countries.

Their share almost doubled in case of Pakistan to 472 million Swiss francs, but still accounted for just 36 per cent of the total amount of 1.3 billion Swiss franc held in all Swiss banks by their clients from that country (up from just about one billion Swiss franc a year ago).

This pushed Pakistan one place higher to 73rd place on the overall list of the countries in terms of foreigners' money in Swiss banks. India has come down three places.

In the top-ten, the UK and the US are followed by West Indies, Guernsey, Germany, Bahamas, Luxembourg, France, Jersey and Hong Kong.

The UK alone accounts for 22 per cent of total global funds in Swiss banks. Just four top nations together account for over half of all foreigners' wealth in Swiss banks, which rose to 1.47 trillion Swiss franc (about Rs 102 lakh crore or USD 1.6 trillion) in 2014.","India's rank moved down to 61st place in terms of foreigners' money in Swiss banks. India has come down by 3 places. The total share of India's money is around 0.123 per cent of the total global wealth worth USD 1.6 trillion in Switzerland's banking system. UK and US have maintained their top two positions. Even Pakistan moved up to rank 73. The top-ten countries in terms of shares in Swiss banks are, the UK and the US followed by the West Indies, Guernsey, Germany, Bahamas, Luxembourg, France, Jersey and Hong Kong. The UK alone accounts for 22 per cent of total global funds in Swiss banks.",International News
The Hindu,2016-07-10 00:00:00,19 men injured by pellets may lose vision,"Every 45 minutes, an ambulance with injured persons arrives at the Sri Maharaja Hari Singh (SMHS) hospital. Youths quickly slide out of the vehicles shouting “Allah Hu Akbar”, carrying men with grave injuries into the premises. In the past 24 hours, about 87 such cases have arrived in the hospital and most of them have been injured by one common weapon — a pellet gun.","The Sri Maharaja Hari Singh (SMHS) hospital receives an ambulance transporting injured individuals every 45 minutes. Upon arrival, young individuals swiftly disembark from the vehicles, exclaiming ""Allah Hu Akbar"", as they carry men with severe injuries into the hospital premises. Over the course of the past 24 hours, approximately 87 cases of this nature have been admitted to the hospital. It is noteworthy that the majority of these individuals have sustained injuries from a single weapon, namely a pellet gun.",Obituaries
The Hindu,2017-07-10 00:00:00,"Cyberattack link to glitches in RJio, NSE under probe","
India is investigating whether last week’s outage of Airtel network in Delhi, alleged data breach of users of Reliance Jio Infocomm on Sunday and the technical glitch at the National Stock Exchange (NSE) on Monday were part of a “possible cyberattack.” “The government’s senior cyber security officials are looking into both the Airtel and Jio incidents to see if they were possible attacks,” a senior government official told The Hindu , adding they expected to know more about the cases in the next few days. Another official said the attacks could have emanated from a neighbouring country.","India is investigating whether the recent Airtel network outage in Delhi, alleged data breach of Reliance Jio Infocomm users, and a technical glitch at the National Stock Exchange were part of a possible cyberattack. The government's senior cyber security officials are looking into both incidents, expecting to know more about the cases in the next few days. The attacks could have originated from a neighboring country.",Crime and Justice
The Hindu,2018-07-10 00:00:00,Rajya Sabha members can use all 22 scheduled languages,"Rajya Sabha members can speak in any of the 22 scheduled languages from the monsoon session of Parliament beginning on July 18, with the Secretariat arranging simultaneous interpretation for five more languages: Dogri, Kashmiri, Konkani, Santhali and Sindhi. On Tuesday, the Secretariat inducted a panel of interpreters. Of the 22 languages, the Rajya Sabha already has simultaneous interpretation for Assamese, Bengali, Gujarati, Hindi, Kannada, Malayalam, Marathi, Oriya, Punjabi, Tamil, Telugu and Urdu. The interpreters of the Lok Sabha are being deployed for Bodo, Maithili, Manipuri, Marathi and Nepali. However, the members have to give notice of a reasonable period for the interpreter. “I have always felt that the mother tongue is the natural medium to convey our feelings and thoughts... Members must not feel handicapped or inferior to others because of language constraints. That was why I was keen on simultaneous interpretation for all 22 scheduled languages. I am glad this is becoming a reality from the coming monsoon session,” Vice-President and Rajya Sabha Chairman Venkaiah Naidu said, inducting the interpreters.","Rajya Sabha members can speak in any of the 22 scheduled languages from the monsoon session of Parliament starting on July 18. The Secretariat is arranging simultaneous interpretation for five more languages: Dogri, Kashmiri, Konkani, Santhali, and Sindhi. The Rajya Sabha already has simultaneous interpretation for Assamese, Bengali, Gujarati, Hindi, Kannada, Malayalam, Marathi, Oriya, Punjabi, Tamil, Telugu, and Urdu. The Lok Sabha is deploying interpreters for Bodo, Maithili, Manipuri, Marathi, and Nepali. Members must give notice of a reasonable period for the interpreter. Vice-President and Rajya Sabha Chairman Venkaiah Naidu expressed his enthusiasm for simultaneous interpretation for all 22 scheduled languages, stating that members should not feel handicapped or inferior due to language constraints.",International News
The Hindu,2019-07-10 00:00:00,Three youth arrested for tik-tok video,"Three youth, including a 15-year-old boy was arrested for posting a tik-tok video depicting heroism outside a police station, on signing their conditional bail here on Wednesday. The youth Aadi alias Aadi Kesavan (20), Vino alias Rithik Roshan (18) and their friend, a 15-year-old boy were summoned by Adhiyamankottai police for inquiry on a tik-tok video that was made with Aadi Kesavan and Rithik Roshan featuring in it. The duo, in the video, is seen coming out of the police station, where they had gone to sign as a requirement for their conditional bail. They walk in and walk out in a slow motion video with a background song “Yaarairundhalum Engalukkenna Bayama” (We do not fear anyone.) They were booked under Sections 294(b), 353, and 506(i) of Indian Penal Code.","Three youth, including a 15-year-old boy, were arrested for posting a tik-tok video depicting heroism outside a police station. The trio, Aadi alias Aadi Kesavan (20), Vino alias Rithik Roshan (18), and their friend, a 15-year-old boy, were summoned by Adhiyamankottai police for inquiry on the video. The video shows the duo exiting the police station, walking in and out in a slow motion with a background song. They were booked under Sections 294(b), 353, and 506(i) of the Indian Penal Code.",Human Interest
The Sangai Express,2023-10-19 00:00:00,SFC thump NEROCA FC 4-1 in Futsal tourney opener   https://www.thesangaiexpress.com/Encyc/2023/10/19/By-Our-Staff-ReporterIMPHAL-Oct-18-Sang-gai-Football-School-SFC-romped-to-a-4-1-win-over-NEROCA-FC-as-t.html,"By Our Staff Reporter
IMPHAL, Oct 18 : Sang-gai Football School (SFC) romped to a 4-1 win over NEROCA FC as the Col Ksh Arunkumar Memorial 3rd Inter Club Futsal Tournament kicked off today at Artificial Turf Ground, Lamlong Thongkhong.
Paringanba Yengkhom opened the scoring in the 9th minute for SFC but NEROCA FC drew level through Gangmei Lanjonlung after 14 minutes. SFC however regained the lead through Md Musharaf in the 16th minute before Laishram Silesh (19') and Shagolshem Prioyjit (28') further extended the lead and set up the comfortable 4-1 win.
Naoton Football Academy (NFA) will play Classic Football Academy (CFA) in the next match tomorrow from 1 pm before Juvenile Club meet RFCC from 2 pm.","In a match during the Col Ksh Arunkumar Memorial 3rd Inter Club Futsal Tournament held at the Artificial Turf Ground in Lamlong Thongkhong, Sang-gai Football School (SFC) secured a convincing 4-1 victory over NEROCA FC. The game unfolded as follows: Paringanba Yengkhom put SFC in the lead with a goal in the 9th minute. NEROCA FC managed to equalize, with Gangmei Lanjonlung scoring in the 14th minute. However, SFC swiftly regained the lead when Md Musharaf scored in the 16th minute. They extended their advantage with goals from Laishram Silesh in the 19th minute and Shagolshem Prioyjit in the 28th minute, sealing a comfortable 4-1 win for SFC. Upcoming matches in the tournament include Naoton Football Academy (NFA) facing Classic Football Academy (CFA) tomorrow at 1 pm, followed by Juvenile Club meeting RFCC at 2 pm.",Sports
The Morung Express,2023-10-19 00:00:00,Nagaland CM directs all Depts to gear-up for Hornbill festival,"Kohima, October 18 (MExN): Chief Minister of Nagaland, Neiphiu Rio today urged all departments to gear up the Hornbill Festival 2023, the State’s premier annual event held from December 1-10. Addressing a meeting on October 18 to deliberate on the status of preparation and road map for celebration of 24th edition of festival, he noted that it is the State’s most significant upcoming event and emphasised on the importance of upgrading infrastructure, sanitation, and beautification of the Heritage Village. ","On October 18, the Chief Minister of Nagaland, Neiphiu Rio, encouraged all government departments to get ready for the Hornbill Festival 2023. This festival is the most important annual event in the state and is scheduled to be held from December 1 to December 10. During a meeting, Chief Minister Rio discussed the progress of preparations and the plan for celebrating the 24th edition of this festival. He emphasized the significance of upgrading various aspects, including infrastructure, sanitation, and the beautification of the Heritage Village. This suggests that the government is focusing on improving facilities and aesthetics to make the Hornbill Festival a memorable and successful event for the people of Nagaland and visitors alike.",Local News
Business Today,2015-06-22 00:00:00,Black money: India slips to 61st place on Swiss money list,"India has moved down to 61st place in terms of foreigners' money in Swiss banks and it now accounts for a meagre 0.123 per cent of the total global wealth worth $1.6 trillion in Switzerland's banking system.

While the UK and the US have retained their top two positions with the largest shares of the foreign clients' money with Swiss banks , Pakistan has inched up to 73rd place.

Interestingly, just two big banks -- UBS and Credit Suisse -- account for nearly two-third of the total money kept by foreigners in Swiss banks, while their share in case of Indians is even higher at about 82 per cent.

As per the latest data released by Switzerland's central banking authority SNB (Swiss National Bank), Indians' money in Swiss banks declined by over 10 per cent to about 1.8 billion Swiss francs ($1.98 billion or Rs 12,615 crore) in 2014. This accounts for just 0.123 per cent of the total funds kept in the Swiss banks by people from across the world. This is the second lowest level of Indian money in Swiss banks - after an increase of over 40 per cent in 2013 - and the latest data comes amid an enhanced clampdown against the famed secrecy wall of Switzerland's banking system.

The funds, described by SNB as 'liabilities' of Swiss banks or amounts due to the customers of banks in Switzerland are official Swiss figures and do not indicate to the quantum of the much-debated alleged black money held by Indians in the safe havens of Switzerland. Besides, SNB's official figures do not include the money that Indians or others might have in Swiss banks in the names of entities from different countries.

An analysis of the latest SNB data also showed that the big banks accounted for 1.48 billion Swiss francs of Indians' money, up from 1.36 billion Swiss francs a year ago. At the end of 2014, there were 275 banks in Switzerland, but only two - UBS and Credit Suisse - were classified as 'big banks' by Zurich-based SNB at that time. There are also many foreign-controlled banks operating in the country. The two big banks' share also rose in the case of the UK, the US and a number of other countries. Their share almost doubled in case of Pakistan to 472 million Swiss francs, but still accounted for just 36 per cent of the total amount of 1.3 billion Swiss franc held in all Swiss banks by their clients from that country (up from just about one billion Swiss franc a year ago).

This pushed Pakistan one place higher to 73rd place on the overall list of the countries in terms of foreigners' money in Swiss banks. India has come down three places. In the top-ten, the UK and the US are followed by West Indies, Guernsey, Germany, Bahamas, Luxembourg, France, Jersey and Hong Kong. The UK alone accounts for 22 per cent of total global funds in Swiss banks. Just four top nations together account for over half of all foreigners' wealth in Swiss banks, which rose to 1.47 trillion Swiss franc (about Rs 102 lakh crore or $1.6 trillion) in 2014.

There are only 19 countries with share of over 1 per cent each and they together command more than 80 per cent of funds. The remaining 20 per cent is divided among close to 200 other countries. China (up at 26th place with 8.2 billion Swiss franc) has a share of 0.55 per cent, while Pakistan has 0.09 per cent.

A number of perceived tax-havens rank higher than India in terms of money in Swiss banks, while others placed above India include Singapore, Italy, Japan, Australia, Russia, the UAE, Saudi Arabia, the Netherlands, Belgium, Spain, Israel and Cyprus.

More than half of the total funds comes from the developed countries (854 billion Swiss franc), while the offshore centres account for 415 billion Swiss franc and all the developing countries put together 207 billion Swiss franc. Europe accounts for about 900 billion Swiss franc, while Asia Pacific's share is close to 500 billion Swiss franc. As per the latest data, the total Indian money held in Swiss banks at the end of 2014 included 1,776 million Swiss franc or Rs 12,350 crore held directly by Indian individuals and entities (down from 1,952 million a year ago), and another 38 million Swiss franc (down from 77.3 million Swiss francs at 2013-end) through 'fiduciaries' or wealth managers.

However, amounts due to customers' savings and deposit accounts was only CHF 52 million (down from CHF 63 million a year ago), while over CHF 100 million was due through other banks and the remaining amount of well over one billion Swiss francs have been classified as other amounts due to the customers from India. As per the latest data, the amount held by Indians through fiduciaries has reached a record low level, while it used to be in billions till about seven years ago.

The latest data from Zurich-based SNB comes at a time when Switzerland has begun sharing foreign client details on submission of evidence of wrongdoing provided by India and some other countries. It has been facing growing pressure from India and many other countries to share foreign client details, although its own lawmakers were resisting such measures for a long time.

According to the SNB data, funds held by the US entities in Swiss banks rose for the second consecutive year and stood at 244 billion Swiss franc at the end of 2014, despite a major crackdown by the American authorities against the Swiss banks. The countries ranked below India include Qatar, Oman, Iran, Mauritius, Norway, Denmark, Finland, Nepal, Bangladesh, Vatican, Zimbabwe, Sri Lanka, Afghanistan, Myanmar and Bhutan. Greece, Lebanon, Argentina, Turkey, Canada, Mexico, Austria, Brazil, Ireland, Venezuela, Indonesia, Kuwait, Sweden, Egypt, Malaysia, Jordan, Thailand, South Africa, South Korea, Philippines and New Zealand are above India.","India now accounts for a meagre 0.123 per cent of the total global wealth worth $1.6 trillion in Switzerland's banking system. India's rank moved down to 61st place in global Black money in Swiss Banks. The UK and US have retained their top two positions. UBS and Credit Suisse, two banks, account for two-thirds of the total money kept by foreigners in the Swiss banking system and this is 82 per cent higher than Indians. Switzerland's central banking authority SNB (Swiss National Bank), also stated that Indians' money in Swiss banks declined by over 10 per cent to about 1.8 billion Swiss francs ($1.98 billion or Rs 12,615 crore) in 2014. Even Pakistan moved up to 73rd place in the ranking. the UK and the US are followed by West Indies, Guernsey, Germany, Bahamas, Luxembourg, France, Jersey and Hong Kong are the top-ten countries in the rank. The UK alone accounts for 22 per cent of total global funds in Swiss banks. Just four top nations together account for over half of all foreigners' wealth in Swiss banks.",International News
The Hindu,2023-10-17 00:00:00,Why are earthquakes frequent in Afghanistan? | Explained,"The story so far: An earthquake of magnitude 6.3 struck Western Afghanistan on October 15, barely a few days after multiple earthquakes of similar strength killed at least a thousand people in the Herat province. Multiple earthquakes have destroyed entire villages in the country. Afghanistan’s Taliban-run government has put out conflicting numbers on the death toll from the October 11 quake, news agency Reuters reported. On Friday, the disaster management ministry revised downwards the death toll from multiple earthquakes to around 1,000 from an earlier figure of over 2,400. The U.N.’s humanitarian office had said on Tuesday that around 1,300 people had died, the report added.","So far in the story, there has been a series of significant earthquakes in Western Afghanistan. The most recent one, with a magnitude of 6.3, struck on October 15. Just a few days before that, there were multiple earthquakes of similar strength that resulted in the tragic loss of at least a thousand lives in the Herat province. These earthquakes have caused extensive damage, including the destruction of entire villages. The Afghan government, which is currently under the control of the Taliban, has provided conflicting reports regarding the death toll from the October 11 earthquake. Initially, the death toll was reported to be over 2,400, but later, the disaster management ministry revised it downwards to around 1,000. The United Nations' humanitarian office had previously estimated the death toll at around 1,300. This situation highlights the challenges and uncertainties in assessing the full extent of the disaster and the tragic loss of life caused by these earthquakes in Afghanistan.",International News
Hindustan Times,2023-10-19 00:00:00,UPSSSC PET 2023 admit card on upsssc.gov.in today,"Previously, the commission informed that admit cards are being sent to to candidates on registered email addresses and they can also download it from October 19. Uttar Pradesh Subordinate Services Selection Commission (UPSSSC) will upload admit cards of the Preliminary Eligibility Test (UPSSSC PET admit card 2023) on its official website today. Candidates can check it on the website upsssc.gov.in.","The Uttar Pradesh Subordinate Services Selection Commission (UPSSSC) has shared that admit cards for the Preliminary Eligibility Test (UPSSSC PET admit card 2023) are being sent to candidates through their registered email addresses. Additionally, starting from October 19, candidates can also download their admit cards from the official UPSSSC website, which is upsssc.gov.in. This means that applicants should keep an eye on the website to access and download their admit cards for the upcoming test.",Education
Indian Express,2023-10-19 00:00:00,"Inspired from Lakme to Milan fashion week, 5 must-have footwear in your closet","The patron saint of all living beings who live and breathe fashion, Marilyn Monroe, once said if you give a girl the right shoes, she could conquer the world. Whether you’re a girlie or a ‘theylie’ (as Diet Sabya put it), shoes really do make a difference. We looked towards the global fashion week runways to check out the footwear trends dominating across the board. Masoom Minawala, global fashion influencer, investor and entrepreneur, told indianexpress.com that footwear trends are evolving, “from the revival of retro styles like chunky platform shoes or Mary Jane pumps to designers pushing the boundaries of new silhouettes.”","Marilyn Monroe, who is often seen as a fashion icon for all those who are passionate about fashion, once famously said that giving a girl the right shoes can empower her to conquer the world. Regardless of your gender identity, shoes indeed play a significant role. We've been observing the latest footwear trends from fashion weeks worldwide. According to Masoom Minawala, a global fashion influencer, investor, and entrepreneur, footwear trends are constantly changing. These changes range from bringing back retro styles like chunky platform shoes and Mary Jane pumps to designers exploring innovative and new shoe shapes and silhouettes. So, in the world of fashion, footwear continues to be a powerful and evolving statement.",Lifestyle and Features
The Telegraph,2023-10-19 00:00:00,Tiger Shroff flaunts muscles in his first-look pictures as ACP Satya from Singham Again,"Tiger Shroff flaunts his muscles as he poses with a gun in his first-look pictures as special task force officer ACP Satya from Rohit Shetty’s upcoming Ajay Devgn-Deepika Padukone starrer Singham Again, dropped by the filmmaker on Thursday. Sharing three character posters of the 33-year-old actor, who will be joining the Singham franchise alongside Ajay, Shetty wrote, “Meet Special Task Force officer ACP SATYA … the immortal, like Truth! Welcome to the squad…Tiger.”","Tiger Shroff recently revealed his first-look pictures as ACP Satya, a special task force officer in Rohit Shetty's upcoming film ""Singham Again,"" which features Ajay Devgn and Deepika Padukone in lead roles. In the pictures, Tiger Shroff is seen showcasing his muscular physique and posing with a gun. Director Rohit Shetty shared three character posters of the 33-year-old actor, who is joining the Singham franchise alongside Ajay Devgn. In his caption, Shetty introduced ACP SATYA as a Special Task Force officer, describing him as an immortal figure, much like truth itself, and warmly welcomed Tiger to the team.",Entertainment
Deccan Chronicle,2023-10-19 00:00:00,"Dilip Cherian | Two decades on, India plans to strengthen diplomatic corps","After nearly two decades since the last major restructuring of the Indian Foreign Service (IFS) cadre, the Modi Sarkar has approved a proposal to increase the cadre’s strength by 215 officers over the next five years. This significant decision stems from India’s growing influence and a desire to play a more prominent international role. It comes close on the heels of the success of India’s hosting of the G-20 summit apart from several India-led international initiatives. Sources have informed DKB that the cadre review and restructuring must be seen in the context of India’s rising influence and the government’s plans to open nine new Indian missions in the coming years. Veteran observers say that the move is reminiscent of the Indian Revenue Service (IRS) cadre’s expansion during the 1990s, coinciding with India’s economic growth.","After almost 20 years since the last major reorganization of the Indian Foreign Service (IFS) cadre, the Modi government has given the green light to a proposal to increase the cadre's strength by 215 officers in the next five years. This significant decision is driven by India's growing global influence and its ambition to play a more prominent role on the international stage. It comes shortly after India's successful hosting of the G-20 summit and its leadership in various international initiatives. Insiders suggest that this review and restructuring of the IFS cadre is closely connected to India's expanding global footprint and the government's intention to establish nine new Indian missions in the near future. Seasoned observers note that this move is reminiscent of the expansion of the Indian Revenue Service (IRS) cadre in the 1990s, which coincided with India's economic growth.",Opinion and Editorial
Indian Express,2023-10-19 00:00:00,Markets fall for 2nd day running on weak global trends,"MUMBAI:  Equity benchmark indices declined in early trade on Thursday, falling for the second day running, amid weak trends in global markets and fresh foreign fund outflows. Disappointing earnings from IT services company Wipro also dragged the benchmarks lower. The 30-share BSE Sensex plunged 490.44 points to 65,386.58. The Nifty fell 137.5 points to 19,533.60. Among the Sensex firms, Wipro fell by nearly 4 per cent after the IT services company reported an almost flat consolidated net profit at Rs 2,667.3 crore for the September quarter, trailing street expectations, and projected up to 3.5 per cent fall in revenue in the current quarter on weak global economic outlook and uncertain business environment.","In the early hours of Thursday, the stock market in Mumbai faced a decline for the second consecutive day. This drop was attributed to negative global market trends and the withdrawal of foreign investments. Additionally, disappointing earnings from the IT services company Wipro also contributed to the market's decline. The BSE Sensex, a key equity index, saw a significant drop of 490.44 points, reaching 65,386.58. Meanwhile, the Nifty, another important market index, experienced a decrease of 137.5 points, falling to 19,533.60. Wipro, one of the companies listed on the Sensex, witnessed a nearly 4 percent decline in its stock value. This was in response to the company's announcement of a nearly stagnant consolidated net profit of Rs 2,667.3 crore for the September quarter, which was below market expectations. Furthermore, Wipro projected a potential 3.5 percent decline in revenue for the current quarter, citing a weak global economic outlook and an uncertain business environment as contributing factors.",Business and Finance
Mint,2023-10-19 00:00:00,"Back Back Google for India 2023 highlights: Search Generative AI for businesses, enhanced Play Protect and everything announced","During the 9th edition of the Google for India event, Google unveiled several advancements in its use of AI throughout its products and services. These innovations encompass improving internet experiences, enhancing merchant outreach to customers, collaborating with local partners to enhance people's lives through increased access to credit and many others. Here are the key highlights and updates from the Google for India 2023 event.","At the 9th Google for India event, Google introduced various ways it's harnessing AI to enhance its products and services. These innovations cover a range of areas, including improving internet experiences, making it easier for merchants to connect with customers, and partnering with local organizations to increase access to credit and improve people's lives. Here are the main highlights and updates from the Google for India 2023 event.",Science and Technology
